label,text_mg
ham,Mampanantena aho fa hikarakara anao tsara ry andriambavy. Tsy maintsy mihazakazaka aho izao. Alefaso azafady ny sary rehefa misy fahafahana. TTYL!
spam,Ianao dia misoratra anarana amin'ny serivisy votoaty finday tsara indrindra any UK mandritra ny £3 isaky ny 10 andro mandra-pandefasanao STOP amin'ny 82324. Helpline 08706091795
ham,Misy antony tsy nitenenantsika tamin'ity taona ity ve? Na izany na tsy izany dia mirary herinandro mahafinaritra sy tsara indrindra amin'ny fanadinanao
ham,Amin'ny alatsinainy amin'ny herinandro manaraka. Omeo ahy ny hevi-dehibe
spam,"Tsapanao ve fa ao anatin'ny 40 taona eo ho eo, dia hisy vehivavy antitra an'arivony mihazakazaka manao tombokavatsa?"
spam,Manana fanambarana momba ny serivisy mpanjifa manan-danja avy amin'ny PREMIER ianao.
ham,Aza omena an'io caveboy molotra io
ham,Oviana ianao no tonga tao amin'ny tranomboky
ham,Tena miala tsiny-tsy fantatro io isa io ary very hevitra aho izao :) iza r u azafady?!
ham,Koa nahoana ianao no tsy nanao holla?
ham,Tsy afaka mieritreritra na iza na iza miaraka amin'ny * efitra malalaka * ambony lohako
ham,"Ny finoana no mahatanteraka ny zavatra rehetra,Ny fanantenana no mampandeha ny zavatra rehetra,Ny Fitiavana no mahatsara ny zavatra,Enga anie ianareo telo mirahalahy amin'izao Krismasy izao!Mirary Krismasy sambatra!"
ham,Tokony nanao fotoana ianao
ham,Antsoy aho rehefa eto ianao/carlos dia mihetsika ny fihovitrovitran'ny findaiko ary mety tsy handre hafatra aho
spam,"Paris romantika. 2 alina, sidina 2 manomboka amin'ny £79 Famandrihana izao 4 amin'ny taona manaraka. Antsoy ny 08704439680Ts&Cs."
ham,"Ao amin'ny renibe izahay. Ry malala, mbola marary ve ianao? Nahatsapa Shit aho androany maraina fa heveriko fa noana fotsiny aho! Alina indray avy eo. Miala sasatra izahay."
spam,Ny loka azo antoka £500 Urgent Ur dia mbola tsy takiana! Antsoy ny 09066368327 IZAO daty fanakatonana04/09/02 kaody fitakiana M39M51 £1.50pm fanampiny avy amin'nymobile2Bremoved-MobyPOBox734LS27YF
ham,Tsy misy na inona na inona fa mba manontany ihany izahay cos u ba gua... Fa nandeha mt faber eny izahay... Eny fa efa nivoaka aho ka androany tsy mivoaka... Miantso lor...
ham,"Mirary soa ho anao sy ny ankohonanao ""X"" mas ary SAMBATRA taom-baovao mialoha.."
spam,"UR dia nahazo City Break ary afaka MANDRESY £200 Summer Shopping spree isaky ny WK. Txt STORE amin'ny 88039. SkilGme. TsCs087147403231Winawk!Taona 16 £1,50 isaky nyWKsub"
ham,"Tsy handeha aho, manana zavatra, raha tsy hoe mihaona amin'ny sakafo hariva 4 izy ireo ... Haha, manontany tena aho hoe iza no handeha amin'ny fotoana ..."
ham,Lol fantatro! Tena mampihomehy izy ireo. Efa mihidy ny sekoly rahampitso. Toa tsy afaka mitondra fiara ao anatin'ny santimetatra ny lanezy tokony ho tonga izahay.
ham,Tsy mahazo na aiza na aiza amin'ity asa ratsy ity mihaza eto!
ham,Tpt! Ry mpimamo! Manao volo fotsiny d fotoana. Eny mbola miakatra amin'ny 4 anio alina. Inona ny drafitra?
ham,"Mitsangàna eto, tsy mikoropaka ny lalanao indroa misesy ianao"
ham,Ho eo aho miaraka amin'ny &lt;#&gt;  minitra. Nahazo toerana
ham,Misaotra naka ny fako.
ham,Maninona raha mandeha miteny amin'ny namanao ianao fa tsy azonao antoka fa te hiara-mipetraka aminy ianao satria mifoka sigara be loatra izy dia mandany ora maro mitalaho aminy mba hifoka sigara.
ham,"Salama ry Kate, mahafinaritra ny mahita anao anio alina ary miantso anao rahampitso. Tsy maintsy nihira aho ary nisy bandy nanome ahy ny karatrany! xxx"
ham,Tratry ny taona vaovao ry havana malala. Tena malahelo anao aho. Vao nahazo ny nomerao ianao dia nanapa-kevitra ny handefa ity hafatra ity ho anao ny fahasambarana. Abiola
ham,Midika izany fa mahazo ny varavarana
ham,Hmmm ... noheveriko fa 2 ora andevo no nolazainay fa tsy 3 ... Tara ianao ... Ahoana no hanasaziko anao ?
ham,Beerage?
spam,Manana fanambarana momba ny serivisy mpanjifa manan-danja avy amin'ny PREMIER ianao. Antsoy ny FREEPHONE 0800 542 0578 izao!
ham,Aza mieritreritra izany. Mivadika toy ny kisendrasendra izy io ao anatin'ny 5 minitra fanokafana
ham,"Tokony ho tonga izy saingy tsy afaka, fa mbola ao an-tanàna ihany"
ham,Izy irery no manao izany. Matetika izy io no manamboatra ny tsipelinao. Fa indraindray dia mahazo teny diff tanteraka. Mandehana sary
spam,Efa nieritreritra ny hiaina fiainana tsara miaraka amin'ny namana tonga lafatra ve ianao? Alefaso fotsiny ny NAME sy AGE raha te hiditra amin'ny vondrom-piarahamonina finday. (100p/SMS)
spam,"5 Top Polyphonic Tones maimaim-poana antsoy ny 087018728737, saram-pirenena. Mahazoa tonony toppoly alefa isan-kerinandro, soraty fotsiny ny SUBPOLY amin'ny 81618, £3 isaky ny pole. UnSub 08718727870."
ham,Manantena ianao fa nahafinaritra anao ny lalaoo omaly. Miala tsiny fa tsy nifandray aho fa azafady mba fantaro fa faly be ianao. Mirary herinandro mahafinaritra. Abiola
ham,Ny tsara indrindra 4 ur mitondra fiara tmr :-)
ham,AIZA ANAO AMIN'NY DOGBREATH? MANOKA FOTSINY JAN C THATS AL!!!!!!!!!
ham,Omg te-hivazavaza aho. Nolanjaiko ny tenako ary nihena be aho! Woohoo!
ham,Amin'ny ankapobeny dia tsy misy izany. Anarana tsy tambo isaina - u ao amin'ny rakibolana. tapa-kevitra?
ham,tena mampanembona ahy fotsiny ilay izy.
spam,"Ry mpanjifa Orange, azonao atao izao ny mangataka ny fanavaozana CAMERA PHONE anao ho an'ny tsy fivadihanao. Antsoy izao amin'ny 0207 153 9996. Mifarana ny 14 martsa ny tolotra. Mihatra ny T&C. Afaka misafidy"
ham,"Petey, aiza ianao sy ny namanao rehetra ao amin'ny Kinghead midina raha afaka tia an'i Nic ianao"
ham,Ok msg u b4 aho miala ny tranoko.
ham,Omeo vitsivitsy ny &lt;#&gt;  minitra lasa izay
spam,"Fahafahana farany! Mitadiava voucher fihenam-bidy mitentina £150 anio! Soraty ny SHOP amin'ny 85023 izao! SavaMob, manolotra finday! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,Ny appt dia amin'ny &lt;TIME&gt; am. Tsy fahadisoako no tsy mihaino anao. Indroa aho no niteny taminao
spam,MAIMAIMPOANA mandritra ny herinandro voalohany! No1 Nokia tone 4 ny findainao isan-kerinandro dia antsoy fotsiny ny NOKIA amin'ny 8077 Mahazoa SMS ary ilazao ny namanao. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tonony
spam,Nahazo loka azo antoka £200 ianao na vola £1000 aza mba hitakiana ny loka UR antsoy maimaim-poana amin'ny 08000407165 (18+) 2 fijanonana amin'ny 88222 PHP. RG21 4JX
ham,K ho any aho alohan'ny 4.
ham,Nalefako 3d ny tena imp azy
ham,"azo antoka, fa ataovy azo antoka fa fantany fa mbola tsy mifoka sigara isika"
ham,Boooo miasa foana ianao. Mialà fotsiny.
ham,Maka fialan-tsasatra antsasaky ny andro aho satria tsy salama
ham,"Ah, tsy te hivoaka ny fandriana aho. Mafana be."
ham,S:)s.sahirana &lt;#&gt; :)
ham,Noho izany dia misy peratra miaraka amin'ny akanjon'ny bandy. Eo izany mba hahafahan'izy ireo manome fanomezana ho an'ny ho vadiny. Soso-kevitra
spam,Arahabaina ianao nahazo na £500 amin'ny kaody fanomezana CD & fidirana maimaim-poana 2 ny anay £100 isan-kerinandro an-tsary txt MUSIC amin'ny 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Mindramiko ny kitaponao ok.
spam,"Nolavin'i simonwatson5120 ianao tamin'ny Shinco DVD Plyr. 2 bid indray, tsidiho ny sms. ac/smsrewards 2 fampandrenesana tolo-bidy farany, valio END OUT"
ham,Aiza ny boytoy? Malahelo anao aho ... Inona no nitranga?
ham,"Manana be dia be izy, fa ny modely dia tsy manampy. Mila mitondra azy ianao ary hampifanaraka azy"
ham,Mitondra galileo na dobby koa ve ianao
ham,Dia maninona ianao no tsy mamaly
ham,BOO BABE! MANKALAZA NY ASA? TOA 2 B GETTIN ON HUNNY! MANANTENA AZY VE? TANDREMO & ILLSPEAK 2U SOONTS LOVEME XXXX.
ham,Tsara tolakandro ry kintana! Manao ahoana ny boytoy? Mbola maniry ahy ve izy? Malahelo aho manadala ahy ? *misotro cappuccino* Malahelo anao aho ry malala *oroka maneso*
ham,Teny an-dalana ka tsy afaka txt
spam,"SMSSERVICES. ho an'ny crédit lahatsoratra misy anao, azafady mandehana www.comuk.net login= 3qxj9 miala amin'ny STOP, tsy misy sarany fanampiny. fanampiana 08702840625.COMUK. 220-CM2 9AE"
spam,25p 4 Alfie Moon's Children in need hira ao amin'ny vahoakanao. Lazao ny m8s anao. Txt Tone charity to 8007 ho an'ny Nokias na Poly charity ho an'ny polys: zed 08701417012 profit 2 charity.
ham,Hmm .. Bitika sy tapany lol ... *misento* ...
ham,Hahaha..ampiasao ny atidohanao ry malala
ham,Hey. Nahazo mailaka ve ianao?
ham,"Miala tsiny fa lasa maitso ny jiro, ny tiako holazaina dia namana hafa no tadiavina &lt;#&gt;  mendrika fa mety tsy ho eo izy"
ham,Misaotra ny omaly tompoko. Nahafinaritra ianao. Manantena aho fa nahafinaritra anao ny fandevenana. MojiBiola
spam,Manana mpankafy tsiambaratelo ianao. AVERY izay mihevitra U R Tena miavaka. Antsoy ny 09065174042. Raha te hisafidy Valio REVEAL STOP. 1.50 isaky ny msg recd. Cust care 07821230901
ham,"Salama ry RV, nahafinaritra anao ve ny hafatra 3 miarahaba anao fa mbola tsy nandefa anao 1 taona nanomboka nitondra fiara ka mijanona eny an-dalana!RVx"
spam,"Ry Tompon'ny Voucher malala, Mba hitakiana ny tolotra amin'ity herinandro ity, ao amin'ny PC-nao dia tsidiho ny http://www.e-tlp.co.uk/expressoffer Ts&Cs mihatra. Mba hampitsaharana ny lahatsoratra dia txt STOP amin'ny 80062"
ham,Misaotra anao indrindra. Rehefa nanao skype izahay kz sy sura dia tsy nahazo ny fahafinaretana tamin'ny orinasanao. Manantena fa tsara ianao. Efa nomenay ultimatum oh! Miisa nidina ho any aburo isika. Ankafizo! Ity ny hafatra nalefako andro lasa izay
ham,Azo antoka fa hisy vokany :)
ham,Arahaba ry malala.......... Mirary soa &amp; andro mahomby.
spam,Mila 750 ve ianao amin'ny fotoana rehetra misy tambajotra mins 150 text sy telefaonina VIDEO VAOVAO amin'ny dimy kilao isan-kerinandro antsoy ny 08002888812 na valio ny fandefasana rahampitso
ham,"Tompoko, tara nandoa hofan-trano aho tato anatin'ny volana vitsivitsy ka tsy maintsy nandoa $ &lt;#&gt;  fiampangana. Tsapako fa tsy misy fiheverana ahy ny miteniteny momba ny zavatra omenao amin'ny vidiny be ho an'ny tenanao ary izany no antony tsy nitenenako. Ao anatin'ny fitotonganana anefa aho ary tsy afaka mandoa ny sarany amin'ity volana ity noho izany ny askin-ko alohan'ny faran'ny volana. Afaka manampy ve ianao? MISAOTRA"
spam,Niezaka nifandray taminao izahay momba ny atolotray Telefaonina Vidéo Vaovao 750 na oviana na oviana na oviana na oviana na oviana na oviana ny tamba-jotra ANTSAKY PRICE Manofa camcorder antsoy ny 08000930705 na valio amin'ny fanaterana Alakamisy
spam,Ny vintana farany 2 mitaky ny sandan'ny £150 amin'ny voucher fihenam-bidy-Text YES to 85023 izao!SavaMob-member dia manolotra finday T Cs 08717898035. £3.00 Sub. 16 . Esory ny txt X na STOP
ham,Tiako loatra ianao fa tsy azonao ny tena manokana anananao ahy 2 rahampitso fitiavanao xxx
ham,"Pls andefaso mailaka feno momba ny olona aloako, rahoviana ary ohatrinona."
ham,Nodimandry omaly alina ny renin'i Prashanthettan. mivavaha ho azy sy ny ankohonany.
spam,"Maika! antsoy ny 09066350750 amin'ny telefaoninao. Ny fialan-tsasatra Ibiza 4* maimaim-poana na vola 10,000 miandry ny fanangonana SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,K.k :) rahoviana ianao no handeha?
ham,Nandritra izany fotoana izany tao amin'ny suite shit: nanapa-kevitra i xavier fa hanome anay &lt;#&gt;  segondra fampitandremana fa tonga i samantha ary mitendry gitara an'i jay mba hampiaiky volana azy. Tsy heveriko koa fa fantatr'i doug fa tsy mipetraka eto intsony aho
ham,Tratran'ny trauma be ny vavoniko ka mianiana aho fa tsy afaka mihinana. Aleoko mampihena lanja.
ham,ao amin'ny birao aho:)inona no olana..msg amiko izao.dia hiantso anao aho rehefa miala sasatra:).
ham,"Eny, zara raha misy toerana ho antsika roa, X manana kiraro be loatra. Miala tsiny ralehilahy fa mbola hihaona"
ham,Efa tonga any amin'ny tanimboly ve ianao? Te-hividy tapakila aloha ve ianao?
ham,Tena misy aho ry zaza! Te-hivoaka ny tigress ao anatinao aho...
ham,Tsia da raha mihazakazaka ianao dia activé ny version feno da.
ham,AH BABY MAHANTRA! OLANA FA BE LOATRA NY ASA HEY ATAOVY SPK 2 U SN BE LOVEJEN XXX.
ham,Atsaharo ny tantara. Nolazaiko azy fa naveriko ary nilaza izy fa tsy tokony hamerina hanafatra azy aho.
spam,Resaka sexy!! Manaova namana vaovao na raiki-pitia amin'ny serivisy mampiaraka amin'ny soratra malina indrindra. Alefaso fotsiny ny VIP amin'ny 83110 ary jereo hoe iza no mety hihaona aminao.
ham,Te hitondra ny zanakao hivoaka ?
ham,Hoy aho rahampitso maraina.  &lt;DECIMAL&gt;  ho any amin'ny sathy dia ho any amin'ny biraon'ny RTO isika. Valio aho rehefa tonga tany an-trano.
ham,sotro dia mety ve izany?
ham,Nilaza fotsiny ve izy hoe misy antsoina hoe tampa
ham,Amin'ny asa izao. Afaka minitra vitsy.
ham,Ny rahalahinao dia manam-pahaizana
ham,"Miala tsiny, ataoko fa isaky ny afaka mahazo ny fifandraisako aho, mety adiny iray na roa? Alefako SMS ianao"
ham,Fantatrao ve hoe amin'ny firy ny fiara fitateram-bahoaka satria mila mandamina zavatra aho.
ham,Nahita corvettes lotta aho tato ho ato
spam,Arahabaina ianao nahazo CD famatsiana taona maro avy amin'ny Virgin Records na fanomezana mistery ANTOKOA Antsoy ny 09061104283 Ts&Cs www.smsco.net £1.50pm eo ho eo 3mins
ham,"Toy izany koa eto, saingy heveriko ho zava-dehibe ny rindrina sy ny bunker ary ny diky satria tsy milalao am-pilaminana mihitsy aho fa mihevitra aho fa avo ny toerana misy anao ka tsy maninona."
spam,PRIVATE! Ny kaontinao 2003 momba ny 07808 XXXXXX dia mampiseho 800 isa S. I. M. tsy voavotra. Antsoy ny 08719899217 Kaody famantarana: 41685 Lany 07/11/04
spam,Salama. Mila vorona tsara tarehy sy chaps izahay ho an'ny prod fitsapana mpampiasa ho an'ny champneys. Afaka mampidina anao ve aho? Mila adiresinao sy dob haingana aho. Ta r
spam,Inona no tadiavinao amin'ny Krismasy? Ahoana ny amin'ny hafatra an-tsoratra maimaim-poana 100 & telefaonina vidéo vaovao miaraka amin'ny fanofana antsasak'adiny? Antsoy maimaimpoana izao ny 0800 0721072 raha te hahalala bebe kokoa!
ham,"Eny ary amin'ny fomba ofisialy aho ao anaty lavaka filozofika, ka raha te hiantso aho ao an-trano dia vonona ny ho voavonjy!"
ham,Mandeha tsara...tsy misy olana..fa mbola mila traikefa kely vao mahazo ny feon'ny mpanjifa amerikanina...
ham,Alefako SMS ianao rehefa nidina x
ham,"Oh, andro naharitra. Reraka aho. Te hifoka sy hatory fotsiny"
ham,Miresaha amin'ny tenanao farafaharatsiny indray mandeha isan'andro...!!! Raha tsy izany dia halahelo ny NAMANA TSY MISY AMIN'IZAO TONTOLO IZAO...!!! -Shakespeare- SHESIL &lt;#&gt;
spam,"Miantsena hatramin'ny u Drop, IANAO ve, na 10K, 5K, £500 Cash na £100 Travel voucher, Antsoy izao, 09064011000. NTT PO Box CR01327BT fixedline Vidiny 150ppm finday miovaova"
ham,Ao anaty castor ve ianao? Mila mahita zavatra ianao
spam,Sunshine Quiz Wkly Q! Mandresy mpilalao DVD Sony ambony raha fantatrao hoe iza no firenena nilalao Liverpool tamin'ny tapaky ny herinandro? Txt ansr to 82277. £1.50 SP:Tyrone
spam,Manana mpankafy miafina mitady 2 ianao dia mifandraisa amin'ny U-dia fantaro hoe iza no ambaran'izy ireo hoe iza no mihevitra fa tena manokana ny UR-antsoy ny 09058094565
spam,Manana Secret Admirer ianao izay mitady 2 mifandraisa amin'ny U-dia fantaro hoe iza no lazain'izy ireo R*izay mihevitra fa tena manokana ny UR-miantso ny 09065171142-stopsms-08
spam,Fampahatsiahivana: Tsy nampidina ny atiny efa naloanao ianao. Mandehana http://doit. mymoby. tv/ hanangona ny atiny.
ham,"indro, fantatro fa ny fampiatoana anao im-betsaka dia mety hahatonga anao tsy hanadino ny tsy fahazoana mivezivezy amin'ny alina. Hanome anao iray aho, fa ny sarimihetsika mamatonalina dia tsy hivoaka raha tsy aorian'ny 2. Mila mody ianao. Mila matory ianao ary, raha misy, mila mianatra ny fanofanana sofina."
ham,Tiako ny manao otra. Mampiasa menaka zaza be dia be aho... Inona no toerana tianao?
ham,"Ry rahalahy, tokony handeha hisakafo indray isika"
ham,Yoyyooo hainao ny manova ny fahazoan-dàlana amin'ny fiara amin'ny mac. Ny USB flash drive
ham,Gibbs unsold.mike hussey
ham,Tiako ny miresaka pa fa tsy afaka. tsy haiko y.
ham,Fohy loatra leh. tiako ianao ah? Tsy nahomby izy. Tena malahelo izy.
ham,Ry faglord tsy mampino
ham,Vady.ny fomba nahafantarany marina ny fotoana famonoana olona
ham,Nahoana ianao no manontany andriambavy?
ham,andriambavy lehibe aho! Inona no hevitrao momba ahy? :)
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie ianao
ham,Tsy maninona aho fa sahirana ianao fa tena leo loatra aho ka msg aminao. Tsy haiko izay loko nofidiny 4 ahy.
ham,Tsy misy kilasy aloha rahampitso ka tsy tokony hifoka sigara amin'ny &lt;#&gt;
ham,"Hevitra tsara- ""Mankasitraka fa tsy manana izay rehetra tadiavinao ianao. Midika izany fa mbola manana fahafahana ho sambatra kokoa ianao rahampitso noho ny anio."" :-)"
ham,Manantena fa manana herinandro tsara ianao. Misoratra anarana fotsiny
ham,"Efa zatra aho. Manantena aho fa tsy hanary ahy ny masoivoho satria namandrika zavatra vitsivitsy aho tamin'ity taona ity. Ity iray manontolo ahy tany boston ity, izy ireo tany nyc dia fanandramana."
ham,"Alakamisy alina? Eny, azo antoka fa handamina izany isika avy eo"
ham,Mampanahy ny vola angamba. Ho avy ny zava-drehetra ary manana faktiora miavaka aho amin'ny asa nataoko roa sy telo volana lasa izay.
ham,Ahoana no ahafahanao mampianatra anao. Ary aiza.
ham,"Manontany tena aho raha maty ny bateria findainao? Tsy maintsy nilaza taminao aho, tiako ianao ry zaza"
ham,Maimbo tsara amin'ity fiara fitateram-bahoaka ity fa tsy sigara...
ham,"Manahy daholo isika eto, efa nihevitra ny ratsy indrindra i derek sy i taylor"
ham,Hey charles miala tsiny fa tara ny valiny.
spam,"ny farany indrindra avy amin'ny Stereophonics, Marley, Dizzee Racal, Libertines ary The Strokes! Mandresy lalao Nookii miaraka amin'ny Flirt!! Tsindrio ny TheMob WAP Bookmark na soraty ny WAP amin'ny 82468"
ham,"Omeko azy indray mandeha aho. Ankoatra izany, hoy izy grinule miarahaba anao isaky ny miresaka isika"
ham,WHITE FUDGE OREOS ANY amin'ny magazay
spam,"Varotra lehilahy Janoary! Mora kokoa izao ny chat Gay mafana, antsoy ny 08709222922. Ny tahan'ny nasionaly manomboka amin'ny 1.5p/min mora ka hatramin'ny 7.8p/min ambony indrindra! Atsaharo ny SMS antsoy ny 08712460324 (10p/min)"
ham,Ry tiako ! Fa maninona no ela be vao nandeha tany Zaher? Nahazo ny teninao tao amin'ny ym aho ary faly nahita azy ireo saingy nalahelo fa niala ianao. Malahelo anao aho
ham,Miala tsiny aho fa nandratra anao.
ham,tsy afaka. Te-handoa aho. Tezitra be aho. Tsy nihinana zava-mamy aho nandritra ny herinandro satria nikasa ny hivoaka kisoa aho androany. Nisakafo nandritra ny herinandro aho. Ary izao aho tsy noana :/
ham,Ok lor fa tsy aloha loatra. Mbola manao fivorian'ny tetikasa aho izao.
ham,"Antsoy aho da, miandry ny antsonao aho."
ham,Afaka manontany an'i carlos aho raha afaka mahazo bebe kokoa isika raha misy olon-kafa afaka miditra
ham,Saika handefa fampahatsiahivana ho anao androany. Mirary faran'ny herinandro mahafinaritra
ham,"Rehefa hitan'ny olona ny msgs-ko dia heveriny fa andevozin'ny hafatra aho... Diso izy ireo, Bcoz Tsy fantatr'izy ireo fa andevozin'ny namako mamy aho..!! BSLVYL"
ham,Hey ianao nanome azy ireo ny sarinao rehefa nisoratra anarana hitondra fiara ah? Tmr te hihaona amin'ny yck?
ham,Aza miresaka aminy mihitsy ok fa ny teniko.
ham,Rehefa hitanao izany
ham,Teny an-dalana ho any an-tsekoly. Afaka alefaso amiko ve ny nomeraon'i ashley
ham,Ho tsara izany. Manana avalarr aho izao. Hollalalater
ham,Nandeha nanatrika fihodinana roa indray izy androany..saingy mbola tsy tonga tao an-trano..
ham,Raha ny marina dia nofafako ny tranokalako taloha.. izao aho dia mibilaogy ao amin'ny magicalsongs.blogspot.com
ham,"K, andraso chikku..il alefa aftr &lt;#&gt; minitra"
ham,"Fa manao régime aho. Ary nihinana pizza 1 be loatra aho omaly. Ah, manao régime FOANA aho."
ham,K :) omeko ny antsipirian'ny kvb acc-ko :)
ham,Oh tsy maintsy tonga daholo ah?
spam,vola!!! mpandresy tsara vintana ianao! 2 angataho ny volan'ny lokanao 2 88600 mihoatra ny £1million hatolotra! ppt150x3+boaty tahan'ny lahatsoratra mahazatra403 w1t1jy
ham,Tena miala tsiny aho fa tsy ho vitako 2 amin'ity zoma ity. manantena fa hahita hafa ianao. manantena fa hilamina ny taonanao:-)
ham,Arahabaina ianao. Ankafizo ary mirary fotoana mahafinaritra ho anao aho na aiza na aiza alehanao
ham,Dia mbola manana soroka samus ve ianao
ham,Amin'ny firy no heverinao fa hanana izany ianao? Mila mahafantatra hoe rahoviana aho no tokony ho eo akaikin'ny campus
spam,"Ry Matthew malala, antsoy ny 09063440451 amin'ny antso an-tariby, ny fialan-tsasatra 4*Lux Tenerife na £1000 CASH miandry ny fanangonanao. ppm150 SAE T&C Box334 SK38XH."
ham,Avy eo dia manao pataloha jeans ...
ham,"Hatramin'ny oviana, iza no lafiny, misy tazo, misy vomitin."
ham,K:)k.eny amin'ny oniversite ve ianao?
spam,"Maika! antsoy ny 09061749602 avy amin'ny Landline. Ny fialan-tsasatra 4* Tenerife anao na vola £10,000 miandry ny fanangonana SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,"Tsara kokoa. Namboarina tamin'ny zoma ary nameno ny tenako toy ny kisoa omaly. Mahatsiaro bleh aho izao. Fa fara faharatsiny, tsy misy fanaintainana mikisaka."
ham,"Tsia, amidinay daholo izany ka hanana taonina raha vola madinika. Dia amidio amin'olona amin'ny alalan'ny paypal ny volantsika. Voila! Averina amin'ny paosin'ny fiainana ny vola :)"
ham,Manao izany amin'ny toerana maro izy ireo. Hopitaly sy toeram-pitsaboana ihany no azo antoka.
spam,Ahoana raha mifandray amin'ny olona miandry orinasa? Avereno txt fotsiny ny ANARANA sy ny taonanao mba hirotsahana! Ankafizo ny fiarahamonina (150p/SMS)
ham,Ary koa efa imbetsaka aho no nanapoaka azy tato ho ato ka aleoko tsy mandefa sms avy any manga mitady ahi-dratsy
ham,"Nalefako tany amin'ny sopha ny naotiko ary tsy maintsy nanao fangatahana faharoa ho an'ny sekoly vitsivitsy aho. Heveriko fa raha mieritreritra ny hampihatra ianao dia manaova fikarohana momba ny vidiny ihany koa. Mifandraisa amin'ny vazivazy ogunrinde, ny sekoliny dia iray amin'ireo lafo vidy kokoa"
ham,Tsy andriko ny hahita anao! Ahoana no nahasoa ireo sary? :)
spam,500 kilao ny sandan'ny volanao amin'izao fotoana izao - mba hampitomboana ny vola miditra aminao izao dia alefaso any amin'ny 86688 150p/msg fotsiny. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"Hey efa namandrika ny kb aho tamin'ny sat... lesona hafa ho atao inona ah? Ataovy maimaim-poana ny alin'ny sabatanao, mila mihaona sy manamafy ny trano hipetrahanay izahay"
ham,Chk amin'ny malalanao ms dict
ham,Amin'izay ve no fotoana tianao hahatongavako?
ham,"Mahafinaritra, avelao aho hahafantatra isaky ny misy anao"
ham,Shb b ok lor... Misaotra...
ham,"Fahamarinana mahafinaritra miady amin'ny Gravity.. Vakio tsara: ""Mahatsiaro maivana ny fontsika rehefa misy olona ao anatiny.. Fa tena mavesatra tokoa raha misy miala amin'izany.."" SALAMA"
ham,Tsarovy ihany koa ny maka ny vilia baolina dobby amin'ny fiaranao
spam,Tantara maloto sy VEHIVAVY miandry anao
ham,Miala tsiny aho izao dia mandefa hafatra ... Yar lor tena mahantra ... Fa 4 ihany indray alina ... Tmr ianao dia hanana efitrano vaovao 2 hatory ao ...
ham,"Tsy fanapahan-kevitra ny fitiavana fa fihetseham-po. Raha afaka manapa-kevitra isika hoe iza no hotiavina, dia ho tsotra kokoa ny fiainana, fa tsy dia mahagaga loatra"
ham,Welp toa nisotro ronono izy
ham,Ny kaodim-pizarako dia ary ny acc no dia . Ny banky dia natwest. Afaka mamaly ve ianao mba hanamarina fa nalefako tany amin'ny olona mety izany!
ham,Aiza @
ham,Azo antoka ve ianao fa tsy afaka maka fotoana marary?
spam,MAIKA! Miezaka ny hifandray amin'i U. Ny fisarihana androany dia mampiseho fa nahazo loka £800 GARANTIE ianao. Antsoy ny laharana 09050001808. Mitaky M95. Valiny 12h ihany
ham,Yo chad kilasy gymnastique inona no tianao horaisina? Ny tranonkala dia milaza fa feno ny kilasy kristiana.
ham,Na tsara kokoa raha azonao tratrarina izy ary avelao izy hanontany azy raha afaka mivarotra &lt;#&gt;  ho ahy.
ham,Tsy azoko antoka ny momba ny sakafo alina. . . Ny sakafo atoandro ihany no fantatro
ham,Inona no tadiavinao rehefa miverina aho?.Rojo tsara tarehy ho mariky ny foko ho anao.Izay no homeko fa ny VADY TIA IHANY.MBA IZANY ARY HITANAO..TSY MISY afaka manome anao izany.aza miantso ahy fa hiandry aho mandra-pahatongany.
ham,Vonona ny handeha amin'ny kilasy fahaiza-manao ve ianao.
ham,"Tsy mety raha tsy amin'ny 2.15 raha manandrana manamboatra trano 2, mety ve izany?"
ham,"Yar lor izy wan 2 handeha c hazakazaka soavaly anio mah, ka mihinàna aloha lor. Nihinana vary akoho aho. U?"
ham,"Haha mahafinaritra, omw indray izao"
ham,"Eny e, mandram-pikatona ny fivarotana."
ham,inona ny laharan'ny kaontinao?
ham,Eh diso ny fandefasanao lar...
ham,"Tsia, tsy nisy nandiso fanantenana ahy aho raha tsy nisy anao 2 boggy niaraka tamiko ry biatch mankaleo! Misaotra fa miandry mandra-pahatongan'ny fotoana ho anao"
ham,Ok hiresaka aminy aho
ham,Aza misalasala. Fantatrao fa fanindroany izao izy no nanana fahalemena toy izany. Koa tazomy amin'ny kahie ny sakafony sy nataony ny omalin'iny na raha nisy zavatra niova ny andro talohan'izay mba ho azo antoka fa tsy misy na inona na inona.
ham,Hey afaka mandoa ianao. Miaraka karama de. Ihany ny &lt;#&gt; .
ham,Iray volana. Mila tsimparifary sy alikaola aho.
ham,Raha nanomboka nitady izy dia hahazo asa afaka andro vitsivitsy. Manana talenta sy talenta lehibe izy.
